"Дата";"Время";"Необходимо";"Фактически";
"09.02.2018";"09:30";"10,04";"8,62";
"09.02.2018";"09:45";"10,35";"10,38";
"09.02.2018";"10:00";"10,56";"9,49";
"09.02.2018";"10:15";"10,93";"10,4";
"09.02.2018";"10:30";"10,76";"10,36";
"09.02.2018";"10:45";"11,41";"9,86";
"09.02.2018";"11:00";"12,35";"10,25";
"09.02.2018";"11:15";"13,63";"12,77";
"09.02.2018";"11:30";"14,38";"13,87";
"09.02.2018";"11:45";"14,92";"13,87";
"09.02.2018";"12:00";"14,52";"13,63";
"09.02.2018";"12:15";"13,64";"12,48";
"09.02.2018";"12:30";"12,61";"12,15";
"09.02.2018";"12:45";"11,74";"11,18";
"09.02.2018";"13:00";"11,32";"10,3";
"09.02.2018";"13:15";"11,51";"11,15";
"09.02.2018";"13:30";"11,96";"12,82";
"09.02.2018";"13:45";"12,53";"12,15";
"09.02.2018";"14:00";"13,14";"11,62";
"09.02.2018";"14:15";"13,73";"11,89";
"09.02.2018";"14:30";"13,73";"14,82";
"09.02.2018";"14:45";"13,35";"13,61";
"09.02.2018";"15:00";"13,11";"13,17";
"09.02.2018";"15:15";"13,2";"12,75";
"09.02.2018";"15:30";"12,89";"13,65";
"09.02.2018";"15:45";"12,31";"13,24";
"09.02.2018";"16:00";"12,11";"10,83";
"09.02.2018";"16:15";"12,15";"11,34";
"09.02.2018";"16:30";"11,69";"10,5";
"09.02.2018";"16:45";"11,71";"10,82";
"09.02.2018";"17:00";"11,53";"10,32";
"09.02.2018";"17:15";"11,06";"10,26";
"09.02.2018";"17:30";"10,59";"9,66";
"09.02.2018";"17:45";"10,03";"9,87";
"09.02.2018";"18:00";"9,46";"7,23";
"09.02.2018";"18:15";"8,65";"6,93";
"09.02.2018";"18:30";"8,36";"6,52";
"09.02.2018";"18:45";"7,51";"5,85";
"09.02.2018";"19:00";"7,1";"5,42";
"09.02.2018";"19:15";"6,79";"4,81";
"09.02.2018";"19:30";"6,97";"5,22";
"09.02.2018";"19:45";"6,52";"5,56";
"09.02.2018";"20:00";"5,98";"3,92";
"09.02.2018";"20:15";"5,48";"4,63";
"09.02.2018";"20:30";"4,87";"3,92";
"09.02.2018";"20:45";"4,33";"3,51";
"09.02.2018";"21:00";"3,77";"1,84";
"09.02.2018";"21:15";"3,34";"1,89";
"09.02.2018";"21:30";"2,83";"2,09";
"09.02.2018";"21:45";"2,84";"1,68";
"09.02.2018";"22:00";"2,39";"1,88";
"09.02.2018";"22:15";"2,5";"1,54";
"09.02.2018";"22:30";"2,41";"2,03";
"09.02.2018";"22:45";"2,59";"2,04";
"09.02.2018";"23:00";"2,56";"1,87";
"09.02.2018";"23:15";"2,6";"1,83";
"09.02.2018";"23:30";"2,67";"2,61";
"09.02.2018";"23:45";"2,72";"2,56";
"10.02.2018";"00:00";"0,43";"0,84";
"10.02.2018";"00:15";"0,4";"0,37";
"10.02.2018";"00:30";"0,4";"0,35";
"10.02.2018";"00:45";"0,25";"0,19";
"10.02.2018";"01:00";"0,25";"0,27";
"10.02.2018";"01:15";"0,24";"0,26";
"10.02.2018";"01:30";"0,38";"0,3";
"10.02.2018";"01:45";"0,51";"0,5";
"10.02.2018";"02:00";"0,51";"0,64";
"10.02.2018";"02:15";"0,62";"0,59";
"10.02.2018";"02:30";"0,7";"0,71";
"10.02.2018";"02:45";"0,79";"0,62";
"10.02.2018";"03:00";"0,74";"0,66";
"10.02.2018";"03:15";"0,82";"0,46";
"10.02.2018";"03:30";"0,79";"0,58";
"10.02.2018";"03:45";"0,71";"0,68";
"10.02.2018";"04:00";"0,65";"0,83";
"10.02.2018";"04:15";"1,11";"0,88";
"10.02.2018";"04:30";"1";"1,02";
"10.02.2018";"04:45";"0,95";"0,58";
"10.02.2018";"05:00";"1,14";"1,48";
"10.02.2018";"05:15";"1,13";"1,5";
"10.02.2018";"05:30";"1,38";"1,42";
"10.02.2018";"05:45";"1,38";"1,48";
"10.02.2018";"06:00";"1,4";"1,97";
"10.02.2018";"06:15";"1,77";"2,14";
"10.02.2018";"06:30";"1,77";"1,76";
"10.02.2018";"06:45";"1,76";"1,85";
"10.02.2018";"07:00";"1,86";"2,83";
"10.02.2018";"07:15";"1,84";"2,29";
"10.02.2018";"07:30";"2,14";"3,38";
"10.02.2018";"07:45";"2,45";"2,82";
"10.02.2018";"08:00";"2,97";"5,48";
"10.02.2018";"08:15";"3,29";"5,58";
"10.02.2018";"08:30";"4,19";"4,18";
"10.02.2018";"08:45";"4,83";"4,56";
"10.02.2018";"09:00";"5,4";"7,75";
"10.02.2018";"09:15";"6,22";"8,53";
"10.02.2018";"09:30";"6,91";"8,05";
"10.02.2018";"09:45";"7,25";"8,93";
"10.02.2018";"10:00";"8,04";"8,81";
"10.02.2018";"10:15";"8,3";"9,51";
"10.02.2018";"10:30";"8,55";"7,11";
"10.02.2018";"10:45";"8,92";"7,64";
"10.02.2018";"11:00";"8,87";"8,67";
"10.02.2018";"11:15";"9,22";"9,02";
"10.02.2018";"11:30";"8,83";"9,06";
"10.02.2018";"11:45";"8,5";"8,03";
"10.02.2018";"12:00";"7,76";"7,71";
"10.02.2018";"12:15";"7,04";"8,1";
"10.02.2018";"12:30";"6,78";"7,62";
"10.02.2018";"12:45";"6,76";"7,45";
"10.02.2018";"13:00";"6,9";"7,32";
"10.02.2018";"13:15";"7,33";"7,51";
"10.02.2018";"13:30";"7,76";"7,7";
"10.02.2018";"13:45";"7,91";"9,83";
"10.02.2018";"14:00";"7,92";"8,61";
"10.02.2018";"14:15";"7,8";"8,47";
"10.02.2018";"14:30";"7,46";"10,38";
"10.02.2018";"14:45";"7,05";"9,66";
"10.02.2018";"15:00";"6,96";"7,73";
"10.02.2018";"15:15";"6,95";"8,13";
"10.02.2018";"15:30";"6,66";"8,48";
"10.02.2018";"15:45";"6,79";"6,22";
"10.02.2018";"16:00";"6,45";"5,34";
"10.02.2018";"16:15";"6,34";"6,35";
"10.02.2018";"16:30";"6,54";"7,18";
"10.02.2018";"16:45";"6,14";"7,24";
"10.02.2018";"17:00";"6,27";"5,93";
"10.02.2018";"17:15";"6,17";"5,58";
"10.02.2018";"17:30";"6,14";"7,01";
"10.02.2018";"17:45";"5,69";"7,19";
"10.02.2018";"18:00";"5,64";"5,6";
"10.02.2018";"18:15";"5,16";"5,85";
"10.02.2018";"18:30";"5,13";"4,99";
"10.02.2018";"18:45";"4,69";"4,46";
"10.02.2018";"19:00";"4,03";"4,66";
"10.02.2018";"19:15";"3,98";"3,68";
"10.02.2018";"19:30";"3,96";"3,46";
"10.02.2018";"19:45";"3,94";"3,28";
"10.02.2018";"20:00";"3,98";"4,08";
"10.02.2018";"20:15";"3,97";"4,76";
"10.02.2018";"20:30";"4,11";"3,73";
"10.02.2018";"20:45";"4,14";"3,76";
"10.02.2018";"21:00";"3,86";"2,25";
"10.02.2018";"21:15";"3,43";"2,09";
"10.02.2018";"21:30";"2,95";"2";
"10.02.2018";"21:45";"2,96";"2,25";
"10.02.2018";"22:00";"2,51";"1,11";
"10.02.2018";"22:15";"2,09";"1,33";
"10.02.2018";"22:30";"2,15";"1,34";
"10.02.2018";"22:45";"2,14";"0,52";
"10.02.2018";"23:00";"2,12";"0,69";
"10.02.2018";"23:15";"2,1";"0,77";
"10.02.2018";"23:30";"2,08";"0,83";
"10.02.2018";"23:45";"2,06";"0,86";
"11.02.2018";"00:00";"0,66";"0,29";
"11.02.2018";"00:15";"0,61";"0,41";
"11.02.2018";"00:30";"0,61";"0,29";
"11.02.2018";"00:45";"0,78";"0";
