"Дата";"Время";"Необходимо";"Фактически";
"08.02.2018";"06:45";"0,9";"0,18";
"08.02.2018";"07:00";"0,72";"1,38";
"08.02.2018";"07:15";"0,64";"0,48";
"08.02.2018";"07:30";"0,96";"0,6";
"08.02.2018";"07:45";"0,7";"0,48";
"08.02.2018";"08:00";"1,04";"1,22";
"08.02.2018";"08:15";"1,56";"1,02";
"08.02.2018";"08:30";"1,3";"0,72";
"08.02.2018";"08:45";"1,28";"0,56";
"08.02.2018";"09:00";"1,78";"0,72";
"08.02.2018";"09:15";"2,28";"1,28";
"08.02.2018";"09:30";"2,56";"1,32";
"08.02.2018";"09:45";"2,36";"1,18";
"08.02.2018";"10:00";"2,84";"1,44";
"08.02.2018";"10:15";"3,16";"2,18";
"08.02.2018";"10:30";"3,63";"2,01";
"08.02.2018";"10:45";"3,82";"2,34";
"08.02.2018";"11:00";"3,08";"1,74";
"08.02.2018";"11:15";"3,39";"1,78";
"08.02.2018";"11:30";"3,5";"1,99";
"08.02.2018";"11:45";"3,31";"2,24";
"08.02.2018";"12:00";"3,75";"2,72";
"08.02.2018";"12:15";"2,78";"2,33";
"08.02.2018";"12:30";"3,65";"2,63";
"08.02.2018";"12:45";"3,55";"2,67";
"08.02.2018";"13:00";"3,45";"2,42";
"08.02.2018";"13:15";"3,13";"2,34";
"08.02.2018";"13:30";"3,04";"2,5";
"08.02.2018";"13:45";"2,96";"1,61";
"08.02.2018";"14:00";"2,74";"2,13";
"08.02.2018";"14:15";"3,59";"2,74";
"08.02.2018";"14:30";"3,03";"2,66";
"08.02.2018";"14:45";"3,21";"2,05";
"08.02.2018";"15:00";"3,9";"2,95";
"08.02.2018";"15:15";"3,31";"2,56";
"08.02.2018";"15:30";"3,3";"2,7";
"08.02.2018";"15:45";"2,84";"2,98";
"08.02.2018";"16:00";"3,29";"2,67";
"08.02.2018";"16:15";"3,01";"2,93";
"08.02.2018";"16:30";"2,81";"2,59";
"08.02.2018";"16:45";"2,41";"2,23";
"08.02.2018";"17:00";"3,11";"1,6";
"08.02.2018";"17:15";"2,87";"1,31";
"08.02.2018";"17:30";"3,13";"2,43";
"08.02.2018";"17:45";"2,32";"1,93";
"08.02.2018";"18:00";"2,09";"1,65";
"08.02.2018";"18:15";"2,32";"1,57";
"08.02.2018";"18:30";"2,12";"0,87";
"08.02.2018";"18:45";"2,49";"1,57";
"08.02.2018";"19:00";"1,92";"1,85";
"08.02.2018";"19:15";"2,19";"2,12";
"08.02.2018";"19:30";"1,32";"1,69";
"08.02.2018";"19:45";"1,62";"1,72";
"08.02.2018";"20:00";"1,63";"1,3";
"08.02.2018";"20:15";"1,5";"2,03";
"08.02.2018";"20:30";"1,8";"1,67";
"08.02.2018";"20:45";"1,34";"1,97";
"08.02.2018";"21:00";"1,59";"0,45";
"08.02.2018";"21:15";"1,36";"0,77";
"08.02.2018";"21:30";"0,79";"0,4";
"08.02.2018";"21:45";"1,36";"0,9";
"08.02.2018";"22:00";"1,38";"0";
"08.02.2018";"22:15";"1,41";"0";
"08.02.2018";"22:30";"1,44";"0";
"08.02.2018";"22:45";"1,34";"0";
"08.02.2018";"23:00";"1,85";"0";
"08.02.2018";"23:15";"0,96";"0";
"08.02.2018";"23:30";"1,5";"0";
"08.02.2018";"23:45";"1,08";"0";
"09.02.2018";"00:00";"0,86";"0";
"09.02.2018";"00:15";"1,22";"0";
"09.02.2018";"00:30";"0";"0";
"09.02.2018";"00:45";"0";"0";
"09.02.2018";"01:00";"0";"0";
"09.02.2018";"01:15";"0,52";"0";
"09.02.2018";"01:30";"0,71";"0";
"09.02.2018";"01:45";"0,91";"0";
"09.02.2018";"02:00";"0,81";"0";
"09.02.2018";"02:15";"0";"0";
"09.02.2018";"02:30";"1,72";"0";
"09.02.2018";"02:45";"0";"0";
"09.02.2018";"03:00";"0";"0";
"09.02.2018";"03:15";"0,72";"0";
"09.02.2018";"03:30";"0";"0";
"09.02.2018";"03:45";"0,89";"0";
"09.02.2018";"04:00";"1,01";"0";
"09.02.2018";"04:15";"0";"0";
"09.02.2018";"04:30";"1,91";"0";
"09.02.2018";"04:45";"0,78";"0";
"09.02.2018";"05:00";"0,84";"0";
"09.02.2018";"05:15";"1,01";"0";
"09.02.2018";"05:30";"1,13";"0";
"09.02.2018";"05:45";"1,4";"0";
"09.02.2018";"06:00";"1,08";"0,59";
"09.02.2018";"06:15";"1,19";"0,51";
"09.02.2018";"06:30";"0,68";"0,34";
"09.02.2018";"06:45";"0,93";"0,35";
"09.02.2018";"07:00";"0,81";"0,96";
"09.02.2018";"07:15";"1,27";"1,06";
"09.02.2018";"07:30";"1,36";"1,19";
"09.02.2018";"07:45";"1,21";"0,97";
"09.02.2018";"08:00";"1,61";"1,94";
"09.02.2018";"08:15";"1,98";"1,68";
"09.02.2018";"08:30";"1,35";"1,1";
"09.02.2018";"08:45";"1,93";"1,14";
"09.02.2018";"09:00";"1,88";"2,38";
"09.02.2018";"09:15";"2,69";"2,17";
"09.02.2018";"09:30";"3,17";"1,63";
"09.02.2018";"09:45";"2,67";"2,33";
"09.02.2018";"10:00";"3,1";"1,95";
"09.02.2018";"10:15";"3,58";"2,02";
"09.02.2018";"10:30";"3,86";"2,46";
"09.02.2018";"10:45";"3,34";"2,02";
"09.02.2018";"11:00";"3,36";"2,28";
"09.02.2018";"11:15";"2,86";"1,83";
"09.02.2018";"11:30";"3,89";"2,97";
"09.02.2018";"11:45";"3,45";"2,39";
"09.02.2018";"12:00";"3,06";"2,67";
"09.02.2018";"12:15";"3,89";"3,2";
"09.02.2018";"12:30";"3,21";"2,13";
"09.02.2018";"12:45";"3,41";"2,96";
"09.02.2018";"13:00";"3,98";"3,08";
"09.02.2018";"13:15";"3,38";"3,13";
"09.02.2018";"13:30";"2,91";"3,01";
"09.02.2018";"13:45";"2,33";"2,75";
"09.02.2018";"14:00";"2,96";"2,79";
"09.02.2018";"14:15";"2,65";"2,74";
"09.02.2018";"14:30";"2,58";"2,6";
"09.02.2018";"14:45";"2,66";"3,15";
"09.02.2018";"15:00";"2,95";"3,04";
"09.02.2018";"15:15";"3,71";"3,02";
"09.02.2018";"15:30";"2,52";"2,65";
"09.02.2018";"15:45";"2,59";"4,05";
"09.02.2018";"16:00";"2,16";"2,92";
"09.02.2018";"16:15";"2,66";"3,42";
"09.02.2018";"16:30";"2,6";"2,74";
"09.02.2018";"16:45";"1,87";"2,09";
"09.02.2018";"17:00";"1,75";"2,11";
"09.02.2018";"17:15";"2,14";"2,68";
"09.02.2018";"17:30";"1,99";"2,9";
"09.02.2018";"17:45";"1,96";"3,28";
"09.02.2018";"18:00";"1,64";"2,41";
"09.02.2018";"18:15";"1,86";"2,08";
"09.02.2018";"18:30";"1,34";"1,13";
"09.02.2018";"18:45";"1,46";"2,12";
"09.02.2018";"19:00";"1,91";"1,39";
"09.02.2018";"19:15";"1,77";"2,2";
"09.02.2018";"19:30";"1,63";"2,2";
"09.02.2018";"19:45";"1,47";"2,25";
"09.02.2018";"20:00";"1,09";"1,09";
"09.02.2018";"20:15";"1,28";"1,23";
"09.02.2018";"20:30";"1,37";"1,1";
"09.02.2018";"20:45";"1,36";"1,53";
"09.02.2018";"21:00";"1,29";"0,44";
"09.02.2018";"21:15";"0,88";"0,35";
"09.02.2018";"21:30";"1,26";"0,36";
"09.02.2018";"21:45";"0,79";"0,43";
"09.02.2018";"22:00";"0,59";"0,14";
"09.02.2018";"22:15";"1,13";"0";
"09.02.2018";"22:30";"0,62";"0,22";
"09.02.2018";"22:45";"0,41";"0,15";
"09.02.2018";"23:00";"0,72";"0,26";
"09.02.2018";"23:15";"0,19";"0,16";
"09.02.2018";"23:30";"0,16";"0,07";
"09.02.2018";"23:45";"0,87";"0,26";
"10.02.2018";"00:00";"0,71";"0";
"10.02.2018";"00:15";"1";"0";
"10.02.2018";"00:30";"0,56";"0";
"10.02.2018";"00:45";"0,64";"0";
"10.02.2018";"01:00";"1,98";"0";
"10.02.2018";"01:15";"0,77";"0";
"10.02.2018";"01:30";"0";"0";
"10.02.2018";"01:45";"0,66";"0";
"10.02.2018";"02:00";"0,85";"0";
"10.02.2018";"02:15";"0";"0";
"10.02.2018";"02:30";"0";"0";
"10.02.2018";"02:45";"0";"0";
"10.02.2018";"03:00";"0";"0";
